0060,512-byte,42255360
0061,512-byte,21127680
0062,512-byte,42255360
0063,512-byte,21127680
0064,512-byte,42255360
0065,512-byte,21127680
0066,512-byte,42255360
0067,512-byte,21127680
0068,512-byte,42255360
0069,512-byte,21127680
006A,512-byte,42255360
006B,512-byte,21127680
006C,512-byte,42255360
006D,512-byte,21127680
006E,512-byte,42255360
006F,512-byte,21127680
0070,512-byte,42255360
0071,512-byte,21127680
0072,512-byte,42255360
0073,512-byte,21127680
0074,512-byte,84510720
0075,512-byte,21127680
0076,512-byte,21127680
0077,512-byte,21127680
0078,512-byte,84510720
0079,512-byte,21127680
007A,512-byte,21127680
007B,512-byte,21127680
007C,512-byte,84510720
007D,512-byte,21127680
007E,512-byte,21127680
007F,512-byte,21127680
0080,512-byte,84510720
0081,512-byte,21127680
0082,512-byte,21127680
0083,512-byte,21127680
0084,512-byte,84510720
0085,512-byte,21127680
0086,512-byte,21127680
0087,512-byte,21127680
0088,512-byte,84510720
0089,512-byte,21127680
008A,512-byte,21127680
008B,512-byte,21127680
008C,512-byte,84510720
008D,512-byte,21127680
008E,512-byte,21127680
008F,512-byte,21127680
0090,512-byte,84510720
0091,512-byte,21127680
0092,512-byte,21127680
0093,512-byte,21127680
0094,512-byte,422553600
0095,512-byte,21127680
0096,512-byte,21127680
0097,512-byte,21127680
0098,512-byte,21127680
0099,512-byte,21127680
009A,512-byte,21127680
009B,512-byte,21127680
009C,512-byte,21127680
009D,512-byte,21127680
009E,512-byte,21127680
009F,512-byte,21127680
00A0,512-byte,21127680
00A1,512-byte,21127680
00A2,512-byte,21127680
00A3,512-byte,21127680
00A4,512-byte,21127680
00A5,512-byte,21127680
00A6,512-byte,21127680
00A7,512-byte,21127680
00A8,512-byte,422553600
00A9,512-byte,21127680
00AA,512-byte,21127680
00AB,512-byte,21127680
00AC,512-byte,21127680
00AD,512-byte,21127680
00AE,512-byte,21127680
00AF,512-byte,21127680
00B0,512-byte,21127680
00B1,512-byte,21127680
00B2,512-byte,21127680
00B3,512-byte,21127680
00B4,512-byte,21127680
00B5,512-byte,21127680
00B6,512-byte,21127680
00B7,512-byte,21127680
00B8,512-byte,21127680
00B9,512-byte,21127680
00BA,512-byte,21127680
00BB,512-byte,21127680
00BC,512-byte,422553600
00BD,512-byte,21127680
00BE,512-byte,21127680
00BF,512-byte,21127680
00C0,512-byte,676085760
00C1,512-byte,21127680
00C2,512-byte,21127680
00C3,512-byte,21127680
00C4,512-byte,21127680
00C5,512-byte,21127680
00C6,512-byte,21127680
00C7,512-byte,21127680
00C8,512-byte,21127680
00C9,512-byte,21127680
00CA,512-byte,21127680
00CB,512-byte,21127680
00CC,512-byte,21127680
00CD,512-byte,21127680
00CE,512-byte,21127680
00CF,512-byte,21127680
00D0,512-byte,21127680
00D1,512-byte,422553600
00D2,512-byte,21127680
00D3,512-byte,21127680
00D4,512-byte,21127680
00D5,512-byte,21127680
00D6,512-byte,21127680
00D7,512-byte,21127680
00D8,512-byte,21127680
00D9,512-byte,21127680
00DA,512-byte,21127680
00DB,512-byte,21127680
00DC,512-byte,21127680
00DD,512-byte,21127680
00DE,512-byte,21127680
00DF,512-byte,21127680
00E0,512-byte,21127680
00E1,512-byte,21127680
00E2,512-byte,21127680
00E3,512-byte,21127680
00E4,512-byte,21127680
00E5,512-byte,422553600
00E6,512-byte,21127680
00E7,512-byte,21127680
00E8,512-byte,21127680
00E9,512-byte,21127680
00EA,512-byte,21127680
00EB,512-byte,21127680
00EC,512-byte,21127680
00ED,512-byte,21127680
00EE,512-byte,21127680
00EF,512-byte,21127680
00F0,512-byte,21127680
00F1,512-byte,21127680
00F2,512-byte,21127680
00F3,512-byte,21127680
00F4,512-byte,21127680
00F5,512-byte,21127680
00F6,512-byte,21127680
00F7,512-byte,21127680
00F8,512-byte,21127680
00F9,512-byte,422553600
00FA,512-byte,21127680
00FB,512-byte,21127680
00FC,512-byte,21127680
00FD,512-byte,21127680
00FE,512-byte,21127680
00FF,512-byte,21127680
0100,512-byte,21127680
0101,512-byte,21127680
0102,512-byte,21127680
0103,512-byte,21127680
0104,512-byte,21127680
0105,512-byte,21127680
0106,512-byte,21127680
0107,512-byte,21127680
0108,512-byte,21127680
0109,512-byte,21127680
010A,512-byte,21127680
010B,512-byte,21127680
010C,512-byte,21127680
010D,512-byte,422553600
010E,512-byte,21127680
010F,512-byte,21127680
0110,512-byte,21127680
0111,512-byte,21127680
0112,512-byte,21127680
0113,512-byte,21127680
0114,512-byte,21127680
0115,512-byte,21127680
0116,512-byte,21127680
0117,512-byte,21127680
0118,512-byte,21127680
0119,512-byte,21127680
011A,512-byte,21127680
011B,512-byte,21127680
011C,512-byte,21127680
011D,512-byte,21127680
011E,512-byte,21127680
011F,512-byte,21127680
0120,512-byte,21127680
0121,512-byte,422553600
0122,512-byte,21127680
0123,512-byte,21127680
0124,512-byte,21127680
0125,512-byte,21127680
0126,512-byte,21127680
0127,512-byte,21127680
0128,512-byte,21127680
0129,512-byte,21127680
012A,512-byte,21127680
012B,512-byte,21127680
012C,512-byte,21127680
012D,512-byte,21127680
012E,512-byte,21127680
012F,512-byte,21127680
0130,512-byte,21127680
0131,512-byte,21127680
0132,512-byte,21127680
0133,512-byte,21127680
0134,512-byte,21127680
0135,512-byte,422553600
0136,512-byte,21127680
0137,512-byte,21127680
0138,512-byte,21127680
0139,512-byte,21127680
013A,512-byte,21127680
013B,512-byte,21127680
013C,512-byte,21127680
013D,512-byte,21127680
013E,512-byte,21127680
013F,512-byte,21127680
0140,512-byte,21127680
0141,512-byte,21127680
0142,512-byte,21127680
0143,512-byte,21127680
0144,512-byte,21127680
0145,512-byte,21127680
0146,512-byte,21127680
0147,512-byte,21127680
0148,512-byte,21127680
0149,512-byte,422553600
014A,512-byte,21127680
014B,512-byte,21127680
014C,512-byte,21127680
014D,512-byte,21127680
014E,512-byte,21127680
014F,512-byte,21127680
0150,512-byte,21127680
0151,512-byte,21127680
0152,512-byte,21127680
0153,512-byte,21127680
0154,512-byte,21127680
0155,512-byte,21127680
0156,512-byte,21127680
0157,512-byte,21127680
0158,512-byte,21127680
0159,512-byte,21127680
015A,512-byte,21127680
015B,512-byte,21127680
015C,512-byte,21127680
015D,512-byte,422553600
015E,512-byte,21127680
015F,512-byte,21127680
0160,512-byte,21127680
0161,512-byte,21127680
0162,512-byte,21127680
0163,512-byte,21127680
0164,512-byte,21127680
0165,512-byte,21127680
0166,512-byte,21127680
0167,512-byte,21127680
0168,512-byte,21127680
0169,512-byte,21127680
016A,512-byte,21127680
016B,512-byte,21127680
016C,512-byte,21127680
016D,512-byte,21127680
016E,512-byte,21127680
016F,512-byte,21127680
0170,512-byte,21127680
0171,512-byte,422553600
0172,512-byte,21127680
0173,512-byte,21127680
0174,512-byte,21127680
0175,512-byte,21127680
0176,512-byte,21127680
0177,512-byte,21127680
0178,512-byte,21127680
0179,512-byte,21127680
017A,512-byte,21127680
017B,512-byte,21127680
017C,512-byte,21127680
017D,512-byte,21127680
017E,512-byte,21127680
017F,512-byte,21127680
0180,512-byte,21127680
0181,512-byte,21127680
0182,512-byte,21127680
0183,512-byte,21127680
0184,512-byte,21127680
0185,512-byte,422553600
0186,512-byte,21127680
0187,512-byte,21127680
0188,512-byte,21127680
0189,512-byte,21127680
018A,512-byte,21127680
018B,512-byte,21127680
018C,512-byte,21127680
018D,512-byte,21127680
018E,512-byte,21127680
018F,512-byte,21127680
0190,512-byte,21127680
0191,512-byte,21127680
0192,512-byte,21127680
0193,512-byte,21127680
0194,512-byte,21127680
0195,512-byte,21127680
0196,512-byte,21127680
0197,512-byte,21127680
0198,512-byte,21127680
0199,512-byte,21127680
019A,512-byte,422553600
019B,512-byte,21127680
019C,512-byte,21127680
019D,512-byte,21127680
019E,512-byte,21127680
019F,512-byte,21127680
01A0,512-byte,21127680
01A1,512-byte,21127680
01A2,512-byte,21127680
01A3,512-byte,21127680
01A4,512-byte,21127680
01A5,512-byte,21127680
01A6,512-byte,21127680
01A7,512-byte,21127680
01A8,512-byte,21127680
01A9,512-byte,21127680
01AA,512-byte,21127680
01AB,512-byte,21127680
01AC,512-byte,21127680
01AD,512-byte,21127680
01AE,512-byte,422553600
01AF,512-byte,21127680
01B0,512-byte,21127680
01B1,512-byte,21127680
01B2,512-byte,21127680
01B3,512-byte,21127680
01B4,512-byte,21127680
01B5,512-byte,21127680
01B6,512-byte,21127680
01B7,512-byte,21127680
01B8,512-byte,21127680
01B9,512-byte,21127680
01BA,512-byte,21127680
01BB,512-byte,21127680
01BC,512-byte,21127680
01BD,512-byte,21127680
01BE,512-byte,21127680
01BF,512-byte,21127680
01C0,512-byte,21127680
01C1,512-byte,21127680
01C2,512-byte,422553600
01C3,512-byte,21127680
01C4,512-byte,21127680
01C5,512-byte,21127680
01C6,512-byte,21127680
01C7,512-byte,21127680
01C8,512-byte,21127680
01C9,512-byte,21127680
01CA,512-byte,21127680
01CB,512-byte,21127680
01CC,512-byte,21127680
01CD,512-byte,21127680
01CE,512-byte,21127680
01CF,512-byte,21127680
01D0,512-byte,21127680
01D1,512-byte,21127680
01D2,512-byte,21127680
01D3,512-byte,21127680
01D4,512-byte,21127680
01D5,512-byte,21127680
01D6,512-byte,422553600
01D7,512-byte,21127680
01D8,512-byte,21127680
01D9,512-byte,21127680
01DA,512-byte,21127680
01DB,512-byte,21127680
01DC,512-byte,21127680
01DD,512-byte,21127680
01DE,512-byte,21127680
01DF,512-byte,21127680
01E0,512-byte,21127680
01E1,512-byte,42255360
01E2,512-byte,21127680
01E3,512-byte,42255360
01E4,512-byte,21127680
01E5,512-byte,21127680
01E6,512-byte,126766080
01E7,512-byte,21127680
01E8,512-byte,21127680
01E9,512-byte,21127680
01EA,512-byte,21127680
01EB,512-byte,21127680
01EC,512-byte,84510720
01ED,512-byte,21127680
01EE,512-byte,21127680
01EF,512-byte,21127680
01F0,512-byte,21127680
01F1,512-byte,169021440
01F2,512-byte,21127680
01F3,512-byte,21127680
01F4,512-byte,21127680
01F5,512-byte,21127680
01F6,512-byte,21127680
01F7,512-byte,21127680
01F8,512-byte,21127680
01F9,512-byte,169021440
01FA,512-byte,21127680
01FB,512-byte,21127680
01FC,512-byte,21127680
01FD,512-byte,21127680
01FE,512-byte,21127680
01FF,512-byte,21127680
0200,512-byte,21127680
0201,512-byte,253532160
0202,512-byte,21127680
0203,512-byte,21127680
0204,512-byte,21127680
0205,512-byte,21127680
0206,512-byte,21127680
0207,512-byte,21127680
0208,512-byte,21127680
0209,512-byte,21127680
020A,512-byte,21127680
020B,512-byte,21127680
020C,512-byte,21127680
020D,512-byte,253532160
020E,512-byte,21127680
020F,512-byte,21127680
0210,512-byte,21127680
0211,512-byte,21127680
0212,512-byte,21127680
0213,512-byte,21127680
0214,512-byte,21127680
0215,512-byte,21127680
0216,512-byte,21127680
0217,512-byte,21127680
0218,512-byte,21127680
0219,512-byte,21127680
021A,512-byte,21127680
021B,512-byte,21127680
021C,512-byte,21127680
021D,512-byte,21127680
021E,512-byte,21127680
021F,512-byte,21127680
0220,512-byte,21127680
0221,512-byte,21127680
0222,512-byte,21127680
